,courseid,name,companyid,serialid,creditvalue,exam,publishdate,tags,visit,study,warenum,type,duration,page,label
173,1108,集团简介【新人训】,2,1,1.5,1,2017/5/27 0:00,"集团,企业文化,事业群",27577,9192,1.0,pdf,0.0,74.0,1
174,13371,品质异常处理作业流程,276,9,0.5,1,2019/10/22 9:51,上岗证培训,23418,9143,1.0,pdf,0.0,22.0,1
175,7245,日常生活急救小常识（上）,334,8,2.0,1,2017/12/14 0:00,"兴趣生活,生活技能,生活急救,处理异物,冻伤,中暑",44852,9138,8.0,mp4,343.0,0.0,1
176,13369,不合格品管制、矫正及预防作业程序,276,9,1.0,1,2019/10/22 9:46,上岗证培训,26284,9111,1.0,pdf,0.0,32.0,1
177,2903,养生小知识,2,8,0.5,1,2017/7/31 0:00,"养生小知识,养生,健康,生活",25114,9084,1.0,pdf,0.0,22.0,1
178,2596,健康小常识,2,8,0.5,1,2017/7/24 0:00,"健康小常识,养生,健康,生活常识类,保养,百科",25870,9075,1.0,pdf,0.0,27.0,1
179,6867,塑造阳光心态,334,5,1.0,1,2017/12/5 0:00,"职场提升,职场素质,职场素养,阳光心态,态度,心态",49879,9050,10.0,mp4,183.0,0.0,1
180,13374,量检具使用管理与保养,276,9,1.0,1,2019/10/22 9:56,上岗证培训,22055,8996,1.0,pdf,0.0,37.0,1
181,827,手机平板产品知识,2,7,1.0,1,2017/5/26 0:00,"手机平板,3C,电子商务,培训,知识",26009,8971,1.0,pdf,0.0,43.0,1
182,12332,夏季防暑知识培训,276,9,1.0,0,2019/5/11 10:05,安全类课程,15947,8889,1.0,pdf,0.0,34.0,1
183,10241,人工智能基础,138,3,4.0,1,2018/7/5 0:00,"人工智能,人工智能基础",90789,8861,4.0,mp4,3253.0,0.0,3
184,12128,RoHS基础知识,126,1,1.0,1,2019/4/12 13:38,RoHS,28534,8772,1.0,pdf,0.0,51.0,1
185,8938,公司简介及企业文化,126,1,1.5,1,2018/4/11 0:00,"廊坊厂区IDL新人训,IDL,新人训,公司简介及企业文化",21233,8707,1.0,pdf,0.0,74.0,1
186,1119,富士康行为准则,2,1,2.0,1,2017/5/27 0:00,"行为准则,EICC,COC",24357,8633,1.0,html,0.0,0.0,1
187,1025,三即三现,2,1,0.0,1,2017/5/27 0:00,"三即三现,IE,IE知识,现场,现物,现实",43779,8430,1.0,pdf,0.0,6.0,1
188,8979,书籍阅读《高效能人士的七个习惯》,179,5,8.5,1,2018/4/11 0:00,"普通师干,管理能力",20981,8374,1.0,pdf,0.0,481.0,1
189,554,精益生产货仓管理（神灯记）,2,1,0.5,1,2017/5/24 0:00,"精益生产 ,库存 ,推式 ,拉式 ,多媒体",36617,8372,1.0,mp4,525.0,0.0,1
190,5879,IE七大手法,2,1,1.5,0,2017/10/20 0:00,"IE,七大手法,动改法,双手法,五五法,防呆法",53840,8284,2.0,mp4,1828.0,0.0,1
191,1369,标准工时研究,2,1,1.0,0,2017/6/1 0:00,"IE ,菁干班 ,标准 ,工时,马表,时间",44858,8214,1.0,pdf,0.0,49.0,1
192,2148,推广员操作指导书,2,7,1.0,1,2018/6/30 0:00,"推广员,操作,流程,富连网,佣金",22292,8159,1.0,pdf,0.0,36.0,1
193,9145,安全法律法规常识（iDPBG）,179,2,1.5,1,2018/4/23 0:00,"安全,法律,法规,违纪",41409,8113,1.0,mp4,4404.0,0.0,1
194,8931,FIH四大管制系统,126,1,1.0,1,2018/4/11 0:00,"廊坊厂区IDL新人训,IDL,新人训,FIH四大管制系统",19935,8089,1.0,pdf,0.0,37.0,1
195,12111,品质篇——《生产现场质量控制》,276,9,2.0,0,2019/4/9 10:59,2019年全员政令宣导直通车——品质篇,43575,8038,2.0,mp4,2415.0,0.0,1
196,7229,触电急救,334,8,2.0,1,2017/12/14 0:00,"兴趣生活,生活技能,生活急救,触电,事故,救护",38984,8032,8.0,mp4,150.0,0.0,1
197,650,人因工程介绍与发展领域,2,1,0.5,1,2017/5/25 0:00,"IE知识,IE,人因工程,人因改善,作业优化,现场改善",24962,8028,1.0,pdf,0.0,18.0,1
198,13697,2020年iLVBG-LFROHS基础知识,126,1,1.0,1,2019/12/26 16:03,"必修,全员,ROHS",27040,8013,1.0,pdf,0.0,51.0,1
199,1367,八大浪费,2,1,0.5,1,2017/6/1 0:00,"IE ,菁干班 ,八大浪费,库存 ,过剩,无价值",24385,8005,1.0,pdf,0.0,26.0,1
200,3319,电工电子技术基础,2,2,13.5,1,2017/8/10 0:00,"电工,电子,电路,放大电路,变压器,电动机",29440,7998,11.0,pdf,0.0,52.0,1
201,7177,水中求生,334,8,1.5,1,2017/12/14 0:00,"兴趣生活,生活技能,生活急救,溺水,水灾,逃生技巧",37097,7975,7.0,mp4,331.0,0.0,1
202,1461,导购技巧,2,7,1.0,1,2017/10/10 0:00,"导购,营销技能,导购员,技巧,初级",22057,7964,1.0,pdf,0.0,45.0,1
203,1677,目标管理,257,5,0.0,1,2017/6/6 0:00,"目标,动力,障碍,人生,成功",45925,7960,9.0,mp4,86.0,0.0,1
204,2063,企业讲师如何克服紧张,1,1,0.5,1,2017/6/20 0:00,"讲师,紧张,压力,方法",52397,7907,1.0,mp4,680.0,0.0,1
205,12647,『诚信』生产，不做“模犯生”,179,1,0.5,1,2019/6/18 14:17,诚信、抉择,39849,7891,1.0,mp4,379.0,0.0,1
206,2836,企业讲师表达技巧,1,1,3.0,1,2017/7/28 0:00,"表达,声音,语言,手势",80972,7879,6.0,mp4,507.0,0.0,1
207,4286,目视管理介绍,2,1,1.0,1,2017/9/4 0:00,"工厂管理,目视管理,郑舜仁",39094,7833,1.0,mp4,3402.0,0.0,1
208,3302,情绪压力管理,251,8,6.0,0,2017/8/9 0:00,"情绪,压力,激励,修炼,情绪智力",57433,7802,12.0,mp4,318.0,0.0,1
209,6864,职业素养基础,334,5,2.5,0,2017/12/5 0:00,"职场提升,职场素质,职场素养,职场能力,阳光心态,空杯心态",50263,7746,6.0,mp4,805.0,0.0,1
210,2643,PPT的呈现,1,1,0.5,1,2017/7/25 0:00,"PPT,呈现,颜色,字体",47621,7723,1.0,mp4,1222.0,0.0,1
211,1428,营销技巧——问对问题,2,7,1.0,1,2017/6/1 0:00,"营销,营销技巧,提问题黄金步骤,高效率会谈",23947,7717,1.0,pdf,0.0,43.0,1
212,7890,你体内有违章建筑吗,2,8,1.0,1,2018/1/11 0:00,"早安富士康,防癌,排毒,健康",19739,7649,1.0,pdf,0.0,41.0,1
213,739,新国标以及净化器竞品技术分析,2,7,0.5,1,2017/5/25 0:00,"净化器,新国标,竞品,净,技巧",24286,7607,1.0,pdf,0.0,17.0,1
214,8926,EHS基础知识,126,1,0.5,1,2018/4/11 0:00,"廊坊厂区IDL新人训,IDL,新人训,EHS基础知识",21818,7575,1.0,pdf,0.0,16.0,1
215,7886,一天一个小目标  你也会是健康达人,2,8,1.0,1,2018/1/11 0:00,"早安富士康,健康,好习惯,饮食",21392,7575,1.0,pdf,0.0,41.0,1
216,8936,工业安全,126,1,1.0,1,2018/4/11 0:00,"廊坊厂区IDL新人训,IDL,新人训,工业安全",21286,7541,1.0,pdf,0.0,60.0,1
217,12752,人事规章,126,1,1.0,1,2019/7/9 16:11,"人事 ,规章,必修",17095,7490,1.0,pdf,0.0,31.0,1
218,1262,IE七大手法,2,1,0.5,1,2017/5/31 0:00,"IE,菁干班,七大手法,人机法,双手法,防呆法",25438,7450,1.0,pdf,0.0,27.0,1
219,4351,组织决策与创新,2,1,1.0,1,2017/9/6 0:00,"组织,决策,创新,创意,SWOT",39507,7449,1.0,mp4,2775.0,0.0,1
220,13841,昆山厂区新型肺炎防控知识培训,530,9,24.5,1,2020/2/20 14:56,"新型肺炎,防控知识,冠状病毒",217098,7396,28.0,mp4,613.0,0.0,3
221,9817,一线员工怎么做绩效考核,251,1,0.0,0,2018/6/11 0:00,"角色,班长技能,生产效率,管理知识",68428,7379,4.0,mp4,119.0,0.0,1
222,3108,职业健康与安全,2,1,1.0,1,2017/8/3 0:00,"iDPBG,师级干部,职业,健康,安全,处理",19125,7378,1.0,pdf,0.0,56.0,1
223,2725,如何让课程内容生动,1,1,1.0,1,2017/7/26 0:00,"课程,内容设计,生动,形式",47653,7337,2.0,mp4,662.0,0.0,1
224,8831,饮食即科学,2,8,1.0,1,2018/3/31 0:00,"饮食,营养,保健品",17350,7306,1.0,pdf,0.0,34.0,1
225,8934,产品环保（RoHS）法律法规,126,1,1.0,1,2018/4/11 0:00,"廊坊厂区IDL新人训,IDL,新人训,ROHS基础知识",18885,7289,1.0,pdf,0.0,40.0,1
226,8981,书籍阅读《把时间当作朋友》,179,5,5.5,1,2018/4/11 0:00,"普通师干,能力提升",18610,7264,1.0,pdf,0.0,304.0,1
227,2723,如何处理学员异议或提问,1,1,1.0,1,2017/7/26 0:00,"提问,课堂,回答",44323,7196,2.0,mp4,1017.0,0.0,1
228,1842,心灵密码,2,1,0.0,1,2017/6/13 0:00,"iDPBG,师级干部,心灵,人格,特征,密码",34665,7165,1.0,pdf,0.0,12.0,1
229,2708,品质意识,2,1,1.0,1,2017/7/26 0:00,"品质意识,品质知识,品质态度,新人训,质量改善,品质",22433,7157,1.0,pdf,0.0,40.0,1
230,4014,线组长培训系列课程,2,1,2.0,1,2017/8/29 0:00,"沟通,冲突,聆听,表达,化解,策略",49554,7064,11.0,mp4,271.0,0.0,1
231,8826,人事规章,126,1,1.0,1,2018/3/29 0:00,"IDL,新人训,人事规章,廊坊厂区IDL新人训",17786,7020,1.0,pdf,0.0,49.0,1
232,1425,顾问式销售,2,7,1.0,1,2017/6/1 0:00,"顾问,销售,销售技巧,沟通原理",21026,6995,1.0,pdf,0.0,51.0,1
233,5739,品质意识及QC七大手法介绍,2,1,1.0,0,2017/10/17 0:00,"品质,QC,七大手法,意识,管理",41740,6994,1.0,mp4,3216.0,0.0,1
234,757,消费者行为学,2,7,0.5,1,2017/5/25 0:00,"营销,市场营销,决策,消费者,产品",22056,6883,1.0,pdf,0.0,24.0,1
235,3643,可靠度基本知识,2,2,0.5,0,2017/8/22 0:00,"师级干部,可靠度,环境,测试,概念,规范",42987,6880,1.0,pdf,0.0,16.0,1
236,13214,行车与守则相伴 · 安全与幸福同在,291,1,3.5,1,2019/9/17 13:17,安全与幸福同在,88108,6879,5.0,mp4,1382.0,0.0,1
237,1320,制作简报的高手,2,5,0.0,0,2017/5/31 0:00,"简报,简报技巧,制作简报,简报制作",34895,6871,1.0,pdf,0.0,13.0,1
238,9066,格鲁夫给经理人的第一课,179,5,3.5,1,2018/4/17 0:00,"2018,课级,书籍阅读",17674,6868,1.0,pdf,0.0,209.0,1
239,8745,QC七大手法之层别法,2,1,0.0,0,2018/3/28 0:00,"QC七大手法,质量管理,品质,改善,层别法",29652,6825,1.0,pdf,0.0,11.0,1
240,4275,品质意识,2,1,3.0,0,2017/9/4 0:00,"品质,产品,合格,意识",53790,6807,3.0,mp4,2993.0,0.0,1
241,9691,2018年菁干班辅导员培训,2,1,1.5,1,2018/6/5 0:00,"2018年菁干班,HR制度,辅导员",20195,6796,1.0,pdf,0.0,78.0,1
242,7388,鱼骨图分析法,334,1,0.5,0,2017/12/14 0:00,"工厂管理,现场管理,生产管理,企业管理,鱼骨图,解决问题",40957,6793,3.0,mp4,168.0,0.0,1
243,7239,出血急救,334,8,1.5,1,2017/12/14 0:00,"兴趣生活,生活技能,生活急救,出血救护,内伤,救护",29954,6781,4.0,mp4,450.0,0.0,1
244,9067,领导三谈：能力、权力、领导力,179,5,6.0,1,2018/4/17 0:00,书籍阅读,16243,6777,1.0,pdf,0.0,335.0,1
245,10411,工业互联网与人工智能产业发展【2018年】,2,1,2.0,1,2018/7/15 0:00,"工业互联网,人工智能,2018年菁干班",33204,6718,1.0,pdf,0.0,116.0,1
246,13927,疫期复工复产之安全生产八建议,308,9,0.5,1,2020/2/25 14:36,"新型冠状病毒肺炎,新冠肺炎,防疫知识,预防",49144,6602,1.0,pdf,0.0,25.0,1
247,13928,疫期复工复产之事故易发九时段,308,9,0.5,1,2020/2/25 14:41,"新型冠状病毒肺炎,新冠肺炎,防疫知识,预防",44559,6553,1.0,pdf,0.0,30.0,1
248,2326,TSP(蜜蜂学艺),2,1,0.5,1,2017/7/11 0:00,"TSP,生产线效率提升,DOE",28202,6476,1.0,mp4,482.0,0.0,1
249,1165,职业健康与安全,2,1,1.0,1,2017/5/27 0:00,"职业病,噪声,PPE",17122,6448,1.0,html,0.0,0.0,1
250,12645,2019年iPEBG华北晋城制造处安全月主题宣传片,276,9,0.0,0,2019/6/18 10:00,安全--2019年安全月主题宣传,15528,6423,1.0,mp4,293.0,0.0,1
251,8947,新进员工安全教育,126,1,0.5,1,2018/4/11 0:00,"廊坊厂区IDL新人训,IDL,新人训,新进员工安全教育",17831,6399,1.0,pdf,0.0,26.0,1
252,13929,复工后在办公室应该如何做好防疫工作,308,9,0.0,1,2020/2/25 14:45,"新型冠状病毒肺炎,新冠肺炎,防疫知识,预防",43627,6380,1.0,pdf,0.0,9.0,1
253,514,沟通四原则,2,5,0.5,0,2017/5/23 0:00,"沟通四原则 ,沟通技巧 ,人际交往 ,社交 ,主管培训 ,沟通",35934,6379,1.0,pdf,0.0,19.0,1
254,13934,如何应对疫情恐慌情绪,308,9,1.0,1,2020/2/25 15:19,"新型冠状病毒肺炎,新冠肺炎,防疫知识,预防",51876,6311,1.0,pdf,0.0,31.0,1
255,2365,集团工业4.0发展现状,2,1,1.0,1,2017/7/12 0:00,"工业,集团,发展",17379,6308,1.0,pdf,0.0,48.0,1
256,3969,会议管理,2,5,2.0,1,2017/8/28 0:00,"高效会议,会议主题,参会人员,会议管理",31962,6294,1.0,mp4,5942.0,0.0,1
257,2237,2017年菁干班辅导员培训,2,1,1.5,1,2017/7/3 0:00,"辅导,菁干班,2017年,人资政策",17364,6294,1.0,pdf,0.0,87.0,1
258,13930,新冠肺炎疫情防疫方案—复工篇,308,9,0.0,1,2020/2/25 15:00,"新型冠状病毒肺炎,新冠肺炎,防疫知识,预防",38545,6292,1.0,pdf,0.0,14.0,1
259,10823,行为准则,179,5,1.5,1,2018/8/16 0:00,"SER内容简介,COC内容目的 ,劳 工 人 权,道       德",19068,6258,1.0,pdf,0.0,72.0,1
260,13931,疫情防控，这些法规当落实,308,9,0.0,1,2020/2/25 15:11,"新型冠状病毒肺炎,新冠肺炎,防疫知识,预防",45490,6234,1.0,pdf,0.0,4.0,1
261,2404,PLC输入电路的连接,271,2,3.0,0,2017/7/13 0:00,"PLC,电路，连接",51853,6228,3.0,mp4,1831.0,0.0,1
262,13939,昆山：一面旗帜三式武功全面战疫,308,9,0.0,1,2020/2/25 15:24,"新型冠状病毒肺炎,新冠肺炎,防疫知识,预防",43691,6168,1.0,pdf,0.0,11.0,1
263,13923,防疫不放松，复工要抓紧—姑苏区全面护航企业复工复产,308,9,0.5,1,2020/2/25 10:58,"新型冠状病毒肺炎,新冠肺炎,防疫知识,预防",51581,6165,1.0,pdf,0.0,25.0,1
264,8950,资讯安全,126,1,0.5,1,2018/4/11 0:00,"廊坊厂区IDL新人训,IDL,新人训,资讯安全",15556,6128,1.0,pdf,0.0,28.0,1
265,13933,这些疫情防控工作中的重要法律问题全国普法办为你解答,308,9,0.0,1,2020/2/25 15:15,"新型冠状病毒肺炎,新冠肺炎,防疫知识,预防",35138,6083,1.0,pdf,0.0,2.0,1
266,988,六大提问,2,1,0.0,1,2017/5/27 0:00,"六大提问,IE,IE知识,提问,改善,工厂管理",37562,6072,1.0,pdf,0.0,13.0,1
267,7496,TSP蜜蜂学艺（中文版）,1,1,0.5,0,2017/12/19 0:00,"现场工程,现场改善,工业工程,蜜蜂学艺",44640,6060,1.0,mp4,506.0,0.0,1
268,8591,人工智能,179,9,2.5,1,2018/3/13 0:00,"人工智能基础知识，大数据,AI的方向",47323,6027,1.0,mp4,7493.0,0.0,1
269,1465,自媒体营销技巧及顾客关系维系,2,7,0.5,1,2017/6/1 0:00,"媒体,技巧,推广,互动,目标",19059,6025,1.0,pdf,0.0,28.0,1
270,1415,销售人员应有的礼仪,2,7,0.5,1,2017/6/1 0:00,"销售,销售人员,销售礼仪,礼仪",17517,6003,1.0,pdf,0.0,19.0,1
271,9087,平衡工作与生活的艺术,179,9,5.0,1,2018/4/17 0:00,"管理,平衡,生活 ,工作",17057,5944,1.0,pdf,0.0,299.0,1
272,2740,8S管理CD,2,1,1.0,1,2017/7/27 0:00,"8S管理,8S,5S,干部培训,现场改善,现场整理",14158,5902,1.0,pdf,0.0,45.0,1
273,4164,绩效管理（现场工程）,2,1,17.5,1,2017/9/1 0:00,"绩效管理,绩效考核,目标管理,人力资源,360度考核,平衡记分卡",83463,5892,32.0,mp4,839.0,0.0,1
274,1361, 有效的演讲及培训技巧,2,5,1.0,0,2017/6/1 0:00,"演讲 ,演讲技巧 ,演讲注意事项 ,演讲设备 ",31933,5875,1.0,pdf,0.0,47.0,1
275,12854,防火知识与应急处理,276,9,1.0,0,2019/7/18 15:41,安全培训,11832,5812,1.0,pdf,0.0,32.0,1
276,4098,3D打印入门,2,2,0.5,0,2017/8/31 0:00,"TED,3D打印,数字技术,科技之光,三维打印,3DP",29380,5799,1.0,mp4,884.0,0.0,1
277,11716,节能基础知识,126,1,1.0,1,2018/12/27 14:40,"必修课,节能,节能基础知识,行业规范",15486,5747,1.0,pdf,0.0,37.0,1
278,13522,健康—秋冬季流行性疾病预防,276,9,0.0,0,2019/11/25 10:09,健康—秋冬季流行性疾病预防,9188,5707,1.0,pdf,0.0,10.0,1
279,2343,互联网思维,2,7,1.0,1,2017/7/12 0:00,"互联网,思维,营销",27476,5705,1.0,mp4,1957.0,0.0,1
280,13373,产品标识与追溯作业程序,276,9,1.0,1,2019/10/22 9:54,上岗证培训,13044,5659,1.0,pdf,0.0,32.0,1
281,12126,COC富士康行为准则,126,1,1.0,1,2019/4/12 10:34,"COC,富士康行为准则",14326,5657,1.0,pdf,0.0,44.0,1
282,2294,企业文化引导【2017年】,2,1,1.5,1,2017/7/11 0:00,"富士康,企业,文化,发展",14414,5654,1.0,pdf,0.0,79.0,1
283,3962,精益生产基础知识,40,1,7.5,1,2017/8/28 0:00,"精益生产 准时化 ,看板管理 ,流程化生产 ,价值流",21408,5649,3.0,pdf,0.0,147.0,1
284,8397,目视管理,2,1,0.0,0,2018/2/7 0:00,"IE,TPS,目视管理",14506,5648,1.0,html,0.0,0.0,1
285,517,时间管理,2,5,0.5,0,2017/5/23 0:00,"时间管理 ,时间 ,领导力培训 ,职场提升 ,主管培训 ,能力提升",29976,5623,1.0,pdf,0.0,26.0,1
286,10960,安全法律法规大讲堂,179,9,2.0,1,2018/8/22 0:00,"专业技术类,法律法规",30633,5563,1.0,mp4,6658.0,0.0,1
287,1662,礼仪点睛,257,5,0.0,0,2017/6/6 0:00,"礼仪 ,素养,分寸,握手,外貌",30532,5547,19.0,mp4,227.0,0.0,1
288,1145,现场急救知识,2,1,1.5,1,2017/5/27 0:00,"急救,止血,包扎",13265,5511,1.0,html,0.0,0.0,1
289,8756,QC七大手法之直方图,2,1,0.5,0,2018/3/28 0:00,"QC七大手法,质量管理,品质,改善,直方图",29615,5504,1.0,pdf,0.0,15.0,1
290,13880,预防新冠肺炎之企业防控指引,2,1,0.0,0,2020/2/22 15:45,"预防,新冠肺炎,企业,防控,指引",15699,5456,1.0,mp4,261.0,0.0,1
291,13523,健康—养身掌握12招,276,9,0.0,0,2019/11/25 10:21,健康—养身掌握12招,8895,5432,1.0,pdf,0.0,12.0,1
292,13519,健康—如何喝水,276,9,0.0,0,2019/11/25 9:40,健康—如何喝水,12752,5429,1.0,mp4,210.0,0.0,1
293,13521,健康—秋冬养生小常识,276,9,0.0,0,2019/11/25 10:02,健康—秋冬养生小常识,8623,5427,1.0,pdf,0.0,7.0,1
294,1546,九型人格下属,257,5,0.0,0,2017/6/3 0:00,"九型人格,下属,性格,沟通,领导",30816,5421,10.0,mp4,128.0,0.0,1
295,13520,健康—你真的了解维生素吗？,276,9,0.0,0,2019/11/25 9:49,健康—你真的了解维生素吗？,8855,5412,1.0,pdf,0.0,6.0,1
296,2244,集团简介【2017年】,2,1,1.5,1,2017/7/6 0:00,"集团,简介,介绍",13263,5398,1.0,pdf,0.0,67.0,1
297,886,滚筒洗衣机销售话术培训,2,7,0.5,1,2017/5/26 0:00,"洗衣机,滚筒洗衣机,滚筒,话术,销售",14592,5396,1.0,pdf,0.0,20.0,1
298,13518,健康—入睡前的五个坏习惯,276,9,0.0,0,2019/11/25 9:22,入睡前的五个坏习惯,8450,5393,1.0,pdf,0.0,12.0,1
299,8748,QC七大手法之查检表,2,1,0.5,0,2018/3/28 0:00,"查检表,QC七大手法,质量管理,品质,改善",25446,5383,1.0,pdf,0.0,17.0,1
300,5334,疗愈身心灵的56个抗压练习,2,8,1.0,1,2017/12/20 0:00,"治疗,抗压,身心",12133,5383,1.0,pdf,0.0,43.0,1
301,3987,市场行销新方向,2,7,3.0,1,2017/8/29 0:00,"企业经营,市场行销,销售管理,市场与销售",29578,5382,3.0,mp4,2812.0,0.0,1
302,532,情商,2,8,0.5,0,2017/5/23 0:00,"情商 ,感知 ,交流 ,特征 ,承担 ,控制",21583,5380,1.0,pdf,0.0,15.0,1
303,4963,办公室人因工程,2,1,3.0,0,2017/9/19 0:00,"办公室,人因,工业工程,管理,IE,设计",59654,5372,6.0,mp4,726.0,0.0,1
304,11691,静电防护作业办法,126,1,1.5,1,2018/12/21 12:04,"必修课,行业规范,客户要求,通识类,静电,静电防护,静电防护作业办法",17805,5341,1.0,pdf,0.0,84.0,1
305,9088,高绩效教练,179,9,3.5,1,2018/4/17 0:00,"管理,教练,指导,领导力,绩效",16031,5335,1.0,pdf,0.0,206.0,1
306,8515,企业安全生产主体责任缺失警示录,401,1,0.5,1,2018/3/3 0:00,"安全生产,安全警示录,安全常识,企业安全生产",24896,5314,1.0,mp4,1408.0,0.0,1
307,4641,SMT设备原理规格参数,2,2,1.0,0,2017/9/12 0:00,"SMT,设备,原理,规格,参数",28362,5279,1.0,mp4,2184.0,0.0,1
308,930,火锅与IE,2,1,0.5,0,2017/5/27 0:00,"IE,火锅,鱼骨头,误区",28492,5270,1.0,pdf,0.0,30.0,1
309,3459,集团简介与企业文化,2,1,1.0,1,2017/8/14 0:00,"集团简介与企业文化,集团简介,企业文化,新人训,集团概况,富士康",15609,5258,1.0,pdf,0.0,60.0,1
310,9076,活法三（寻找你自己的人生王道）,179,5,4.0,1,2018/4/17 0:00,书籍阅读,12543,5234,1.0,pdf,0.0,224.0,1
311,7251,日常生活急救小常识（下）,334,8,0.5,1,2017/12/14 0:00,"兴趣生活,生活技能,生活急救,骨折,烧伤,救护",28830,5170,14.0,mp4,193.0,0.0,1
312,13370,品管类人员检验规范,276,9,0.5,1,2019/10/22 9:50,上岗证培训,13744,5142,1.0,pdf,0.0,28.0,1
313,4642,SMT制程简介和异常分析,2,2,0.5,0,2017/9/12 0:00,"SMT,制程,异常,分析,表面",28690,5139,1.0,mp4,1131.0,0.0,1
314,10407,企业文化引导【2018年】,2,1,1.5,1,2018/7/14 0:00,"企业文化,菁干班,2018年菁干班",20187,5103,1.0,pdf,0.0,87.0,1
315,8737,QC七大手法之鱼骨图,1,1,0.5,0,2018/3/27 0:00,"质量管理,品质,QC七大手法,鱼骨图,特性要因图",23670,5075,1.0,pdf,0.0,16.0,1
316,9070,活法一（混乱时代中追问人生的意义）,179,5,2.0,1,2018/4/17 0:00,书籍阅读,12135,5067,1.0,pdf,0.0,112.0,1
317,3060,线组长教战手册生产篇,2,1,1.5,0,2017/8/1 0:00,"McEBG,线组长,现场,管理,技巧,实务",33437,5063,1.0,pdf,0.0,80.0,1
318,3351,设施规划与物流分析,2,1,1.5,1,2017/8/10 0:00,"设施规划与物流分析,IE知识,IE,设施规划,物流分析,厂房规划",12932,5054,2.0,pdf,0.0,22.0,1
319,2672,练就魅力口才,2,5,0.5,0,2017/7/25 0:00,"魅力,口才,魅力口才,讲话技巧",22848,5038,1.0,pdf,0.0,24.0,1
320,10793,人工智能基础,179,9,5.0,1,2018/8/14 0:00,人工智能,16246,5017,9.0,pdf,0.0,18.0,1
321,8635,QC七大手法(iDPBG),179,2,0.5,1,2018/3/14 0:00,"QC,七大手法,品管",19103,4979,1.0,mp4,1031.0,0.0,1
322,3981,工作职责,2,1,3.0,1,2017/8/28 0:00,"线组长,角色转换,工作职责,行为规范",30456,4903,3.0,mp4,3045.0,0.0,1
323,4464,人际沟通(SP),2,5,3.0,1,2017/9/8 0:00,"沟通,人际沟通,职场沟通,人际关系",31253,4841,3.0,mp4,3236.0,0.0,1
324,11843,ISO9001三点论,179,5,2.0,1,2019/1/24 0:00,"ISO,9001",17958,4829,1.0,mp4,6851.0,0.0,1
325,9063,管理者每天读点《韩非子》,179,5,6.0,1,2018/4/16 0:00,书籍阅读,12927,4825,2.0,pdf,0.0,172.0,1
326,9073,活法二（稻盛和夫说企业人的活法）,179,5,3.5,1,2018/4/17 0:00,书籍阅读,10978,4820,1.0,pdf,0.0,204.0,0
327,6667,创修客教你如何更换iPhone手机电池,337,3,0.0,0,2017/11/28 0:00,"修手机 修平板 修电脑就找创修客,IT/互联网,专业技术,手机技术",27648,4744,1.0,mp4,208.0,0.0,1
328,1705,卡耐基简介,2,5,0.0,0,2017/6/6 0:00,"卡耐基,人性,亲子,夫妻,心态",26747,4678,1.0,mp4,217.0,0.0,1
